entry,00001030,entrypoint
z_en_tp,80B227AC,EnTp_Draw
z_en_tr,80B22CF0,EnTr_SetupAction
z_en_tr,80B22CF8,EnTr_Init
z_en_tr,80B22E60,EnTr_Destroy
z_en_tr,80B22E6C,EnTr_CrySpellcast
z_en_tr,80B22F1C,EnTr_DoNothing
z_en_tr,80B22F28,EnTr_ChooseAction2
z_en_tr,80B230D8,EnTr_FlyKidnapCutscene
z_en_tr,80B23254,func_80B23254
z_en_tr,80B234D4,EnTr_ShrinkVanish
z_en_tr,80B23690,EnTr_Reappear
z_en_tr,80B23820,EnTr_WaitToReappear
z_en_tr,80B238E0,EnTr_TakeOff
z_en_tr,80B239A8,EnTr_TurnLookOverShoulder
z_en_tr,80B23A88,EnTr_ChooseAction1
z_en_tr,80B23BBC,EnTr_Update
z_en_tr,80B23D74,EnTr_OverrideLimbDraw
z_en_tr,80B23EA4,EnTr_Draw
z_en_tr,80B23FDC,func_80B23FDC
z_en_tr,80B24038,func_80B24038
z_en_tr,80B24230,EnTr_UpdateRotation
z_en_tr,80B242B4,EnTr_SetStartPosRot
z_en_trap,80B24660,EnTrap_Init
z_en_trap,80B24A18,EnTrap_Destroy
z_en_trap,80B24A40,EnTrap_Update
z_en_trap,80B257D0,EnTrap_Draw
z_en_tubo_trap,80B258F0,EnTuboTrap_Init
z_en_tubo_trap,80B25990,EnTuboTrap_Destroy
z_en_tubo_trap,80B259B8,EnTuboTrap_DropCollectible
z_en_tubo_trap,80B25A18,EnTuboTrap_SpawnEffectsOnLand
z_en_tubo_trap,80B25C8C,EnTuboTrap_SpawnEffectsInWater
z_en_tubo_trap,80B25F08,EnTuboTrap_HandleImpact
z_en_tubo_trap,80B2612C,EnTuboTrap_WaitForProximity
z_en_tubo_trap,80B2629C,EnTuboTrap_Levitate
z_en_tubo_trap,80B26328,EnTuboTrap_Fly
z_en_tubo_trap,80B263F4,EnTuboTrap_Update
z_en_tubo_trap,80B264AC,EnTuboTrap_Draw
z_en_vali,80B266B0,EnVali_Init
z_en_vali,80B26828,EnVali_Destroy
z_en_vali,80B26878,EnVali_SetupLurk
z_en_vali,80B268C8,EnVali_SetupDropAppear
z_en_vali,80B268FC,EnVali_SetupFloatIdle
z_en_vali,80B26B18,EnVali_SetupAttacked
z_en_vali,80B26B4C,EnVali_SetupRetaliate
z_en_vali,80B26BBC,EnVali_SetupMoveArmsDown
z_en_vali,80B26BF8,EnVali_SetupBurnt
z_en_vali,80B26C50,EnVali_SetupDivideAndDie
z_en_vali,80B26D54,EnVali_SetupStunned
z_en_vali,80B26DE0,EnVali_SetupFrozen
z_en_vali,80B26E40,EnVali_SetupReturnToLurk
z_en_vali,80B26E9C,EnVali_DischargeLightning
z_en_vali,80B27098,EnVali_Lurk
z_en_vali,80B270D8,EnVali_DropAppear
z_en_vali,80B2716C,EnVali_FloatIdle
z_en_vali,80B27318,EnVali_Attacked
z_en_vali,80B273D0,EnVali_Retaliate
z_en_vali,80B2742C,EnVali_MoveArmsDown
z_en_vali,80B27464,EnVali_Burnt
z_en_vali,80B274A0,EnVali_DivideAndDie
z_en_vali,80B27654,EnVali_Stunned
z_en_vali,80B27710,EnVali_Frozen
z_en_vali,80B278A0,EnVali_ReturnToLurk
z_en_vali,80B2790C,EnVali_UpdateDamage
z_en_vali,80B27AC0,EnVali_Update
z_en_vali,80B27C1C,EnVali_PulseOutside
z_en_vali,80B27E38,EnVali_PulseInsides
z_en_vali,80B28054,EnVali_SetArmLength
z_en_vali,80B281F0,EnVali_OverrideLimbDraw
z_en_vali,80B28280,EnVali_PostLimbDraw
z_en_vali,80B28344,EnVali_DrawBody
z_en_vali,80B28718,EnVali_Draw
z_en_vase,80B28EB0,EnVase_Init
z_en_vase,80B28F10,EnVase_Destroy
z_en_vase,80B28F1C,EnVase_Draw
z_en_vb_ball,80B28FA0,EnVbBall_Init
z_en_vb_ball,80B29120,EnVbBall_Destroy
z_en_vb_ball,80B29158,EnVbBall_SpawnDebris
z_en_vb_ball,80B29230,EnVbBall_SpawnDust
z_en_vb_ball,80B292D0,EnVbBall_UpdateBones
z_en_vb_ball,80B295B4,EnVbBall_Update
z_en_vb_ball,80B29D80,EnVbBall_Draw
z_en_viewer,80B2A200,EnViewer_SetupAction
z_en_viewer,80B2A208,EnViewer_Init
z_en_viewer,80B2A2D8,EnViewer_Destroy
z_en_viewer,80B2A300,func_80B2A300
z_en_viewer,80B2A448,func_80B2A448
z_en_viewer,80B2A4D8,func_80B2A4D8
z_en_viewer,80B2A570,func_80B2A570
z_en_viewer,80B2A75C,func_80B2A75C
z_en_viewer,80B2B2A0,EnViewer_Update
z_en_viewer,80B2B2F4,func_80B2B2F4
z_en_viewer,80B2B364,func_80B2B364
z_en_viewer,80B2B468,func_80B2B468
z_en_viewer,80B2B4A8,func_80B2B4A8
z_en_viewer,80B2B8FC,func_80B2B8FC
z_en_viewer,80B2B928,func_80B2B928
z_en_viewer,80B2B9A4,func_80B2B9A4
z_en_viewer,80B2BA38,func_80B2BA38
z_en_viewer,80B2C10C,func_80B2C10C
z_en_viewer,80B2C130,func_80B2C130
z_en_viewer,80B2C278,EnViewer_Draw
z_en_viewer,80B2C398,EnViewer_GetCutsceneNextPos
z_en_viewer,80B2C768,func_80B2C768
z_en_viewer,80B2C8AC,func_80B2C8AC
z_en_viewer,80B2CC1C,func_80B2CC1C
z_en_vm,80B2D460,EnVm_SetupAction
z_en_vm,80B2D468,EnVm_Init
z_en_vm,80B2D5D8,EnVm_Destroy
z_en_vm,80B2D600,EnVm_SetupWait
z_en_vm,80B2D68C,EnVm_Wait
z_en_vm,80B2D9D8,EnVm_SetupAttack
z_en_vm,80B2DA7C,EnVm_Attack
z_en_vm,80B2DCC8,EnVm_SetupStun
z_en_vm,80B2DD70,EnVm_Stun
z_en_vm,80B2DE7C,EnVm_SetupDie
z_en_vm,80B2DF84,EnVm_Die
z_en_vm,80B2E034,EnVm_CheckHealth
z_en_vm,80B2E148,EnVm_Update
z_en_vm,80B2E2D8,EnVm_OverrideLimbDraw
z_en_vm,80B2E340,EnVm_PostLimbDraw
z_en_vm,80B2E618,EnVm_Draw
z_en_wall_tubo,80B2EDF0,EnWallTubo_Init
z_en_wall_tubo,80B2EE50,EnWallTubo_Destroy
z_en_wall_tubo,80B2EE5C,EnWallTubo_FindGirl
z_en_wall_tubo,80B2EE9C,EnWallTubo_DetectChu
z_en_wall_tubo,80B2F0B8,EnWallTubo_SetWallFall
z_en_wall_tubo,80B2F25C,EnWallTubo_Update
z_en_wallmas,80B2F520,EnWallmas_Init
z_en_wallmas,80B2F65C,EnWallmas_Destroy
z_en_wallmas,80B2F684,EnWallmas_TimerInit
z_en_wallmas,80B2F6DC,EnWallmas_SetupDrop
z_en_wallmas,80B2F7A4,EnWallmas_SetupLand
z_en_wallmas,80B2F868,EnWallmas_SetupStand
z_en_wallmas,80B2F8A4,EnWallmas_SetupWalk
z_en_wallmas,80B2F8F4,EnWallmas_SetupJumpToCeiling
z_en_wallmas,80B2F93C,EnWallmas_SetupReturnToCeiling
z_en_wallmas,80B2F9C0,EnWallmas_SetupTakeDamage
z_en_wallmas,80B2FA7C,EnWallmas_SetupCooldown
z_en_wallmas,80B2FAD0,EnWallmas_SetupDie
z_en_wallmas,80B2FB98,EnWallmas_SetupTakePlayer
z_en_wallmas,80B2FC20,EnWallmas_ProximityOrSwitchInit
z_en_wallmas,80B2FC68,EnWallmas_SetupStun
z_en_wallmas,80B2FD38,EnWallmas_WaitToDrop
z_en_wallmas,80B2FE40,EnWallmas_Drop
z_en_wallmas,80B2FF0C,EnWallmas_Land
z_en_wallmas,80B2FF44,EnWallmas_Stand
z_en_wallmas,80B2FFA0,EnWallmas_Walk
z_en_wallmas,80B30054,EnWallmas_JumpToCeiling
z_en_wallmas,80B3008C,EnWallmas_ReturnToCeiling
z_en_wallmas,80B301A4,EnWallmas_TakeDamage
z_en_wallmas,80B30238,EnWallmas_Cooldown
z_en_wallmas,80B30270,EnWallmas_Die
z_en_wallmas,80B302E8,EnWallmas_TakePlayer
z_en_wallmas,80B30508,EnWallmas_WaitForProximity
z_en_wallmas,80B3055C,EnWallmas_WaitForSwitchFlag
z_en_wallmas,80B305A8,EnWallmas_Stun
z_en_wallmas,80B3061C,EnWallmas_ColUpdate
z_en_wallmas,80B30734,EnWallmas_Update
z_en_wallmas,80B308F4,EnWallmas_DrawXlu
z_en_wallmas,80B30AD4,EnWallMas_OverrideLimbDraw
z_en_wallmas,80B30B48,EnWallMas_PostLimbDraw
z_en_wallmas,80B30C74,EnWallmas_Draw
z_en_weather_tag,80B31020,EnWeatherTag_SetupAction
z_en_weather_tag,80B31028,EnWeatherTag_Destroy
z_en_weather_tag,80B31034,EnWeatherTag_Init
z_en_weather_tag,80B312C8,WeatherTag_CheckEnableWeatherEffect
z_en_weather_tag,80B3149C,WeatherTag_CheckRestoreWeather
z_en_weather_tag,80B31658,EnWeatherTag_DisabledCloudyHyruleMarket
z_en_weather_tag,80B316B0,EnWeatherTag_EnabledCloudyHyruleMarket
z_en_weather_tag,80B31700,EnWeatherTag_DisabledCloudyLonLonRanch
z_en_weather_tag,80B31758,EnWeatherTag_EnabledCloudyLonLonRanch
z_en_weather_tag,80B317A8,EnWeatherTag_DisabledCloudyDeathMountain
z_en_weather_tag,80B31800,EnWeatherTag_EnabledCloudyDeathMountain
z_en_weather_tag,80B31850,EnWeatherTag_DisabledCloudySnow
z_en_weather_tag,80B318C0,EnWeatherTag_EnabledCloudySnow
z_en_weather_tag,80B31924,EnWeatherTag_DisabledRainLakeHylia
z_en_weather_tag,80B319A0,EnWeatherTag_EnabledRainLakeHylia
z_en_weather_tag,80B31A10,EnWeatherTag_DisabledCloudyRainThunderKakariko
z_en_weather_tag,80B31AA0,EnWeatherTag_EnabledCloudyRainThunderKakariko
z_en_weather_tag,80B31B24,EnWeatherTag_SetSandstormIntensity
z_en_weather_tag,80B31C20,EnWeatherTag_DisabledRainThunder
z_en_weather_tag,80B31CC0,EnWeatherTag_EnabledRainThunder
z_en_weather_tag,80B31D70,EnWeatherTag_Update
z_en_weiyer,80B32290,EnWeiyer_Init
z_en_weiyer,80B3235C,EnWeiyer_Destroy
z_en_weiyer,80B32384,func_80B32384
z_en_weiyer,80B32434,func_80B32434
z_en_weiyer,80B32494,func_80B32494
z_en_weiyer,80B32508,func_80B32508
z_en_weiyer,80B32538,func_80B32538
z_en_weiyer,80B325A0,func_80B325A0
z_en_weiyer,80B32660,func_80B32660
z_en_weiyer,80B32724,func_80B32724
z_en_weiyer,80B327B0,func_80B327B0
z_en_weiyer,80B327D8,func_80B327D8
z_en_weiyer,80B32804,func_80B32804
z_en_weiyer,80B328E8,func_80B328E8
z_en_weiyer,80B32C2C,func_80B32C2C
z_en_weiyer,80B32D30,func_80B32D30
z_en_weiyer,80B32DEC,func_80B32DEC
z_en_weiyer,80B32E34,func_80B32E34
z_en_weiyer,80B33018,func_80B33018
z_en_weiyer,80B331CC,func_80B331CC
z_en_weiyer,80B332B4,func_80B332B4
z_en_weiyer,80B33338,func_80B33338
z_en_weiyer,80B333B8,func_80B333B8
z_en_weiyer,80B3349C,func_80B3349C
z_en_weiyer,80B3368C,func_80B3368C
z_en_weiyer,80B33768,EnWeiyer_Update
z_en_weiyer,80B338D4,EnWeiyer_OverrideLimbDraw
z_en_weiyer,80B33900,EnWeiyer_Draw
z_en_wf,80B33CB0,func_80B33CB0
z_en_wf,80B33CB8,EnWf_Init
z_en_wf,80B33EE8,EnWf_Destroy
z_en_wf,80B33FB0,func_80B33FB0
z_en_wf,80B34380,func_80B34380
z_en_wf,80B34428,func_80B34428
z_en_wf,80B3455C,func_80B3455C
z_en_wf,80B345E4,func_80B345E4
z_en_wf,80B347FC,func_80B347FC
z_en_wf,80B3487C,func_80B3487C
z_en_wf,80B34CFC,func_80B34CFC
z_en_wf,80B34D48,func_80B34D48
z_en_wf,80B34F28,func_80B34F28
z_en_wf,80B35024,func_80B35024
z_en_wf,80B35540,func_80B35540
z_en_wf,80B355BC,func_80B355BC
z_en_wf,80B3590C,func_80B3590C
z_en_wf,80B359A8,func_80B359A8
z_en_wf,80B35B94,func_80B35B94
z_en_wf,80B35C10,func_80B35C10
z_en_wf,80B35D18,func_80B35D18
z_en_wf,80B35D90,func_80B35D90
z_en_wf,80B35E4C,func_80B35E4C
z_en_wf,80B35EE4,func_80B35EE4
z_en_wf,80B360E8,func_80B360E8
z_en_wf,80B361A0,func_80B361A0
z_en_wf,80B36288,func_80B36288
z_en_wf,80B36328,func_80B36328
z_en_wf,80B365A8,func_80B365A8
z_en_wf,80B36740,func_80B36740
z_en_wf,80B36C8C,func_80B36C8C
z_en_wf,80B36D3C,func_80B36D3C
z_en_wf,80B36F40,func_80B36F40
z_en_wf,80B37038,func_80B37038
z_en_wf,80B37208,EnWf_Update
z_en_wf,80B37454,func_80B37454
z_en_wf,80B37494,func_80B37494
z_en_wf,80B3763C,EnWf_Draw
z_en_wf,80B37830,func_80B37830
z_en_wonder_item,80B38060,EnWonderItem_Destroy
z_en_wonder_item,80B380A0,EnWonderItem_DropCollectible
z_en_wonder_item,80B381FC,EnWonderItem_Init
z_en_wonder_item,80B38570,EnWonderItem_MultitagFree
z_en_wonder_item,80B38788,EnWonderItem_ProximityDrop
z_en_wonder_item,80B387F0,EnWonderItem_InteractSwitch
z_en_wonder_item,80B38824,EnWonderItem_ProximitySwitch
z_en_wonder_item,80B388AC,EnWonderItem_MultitagOrdered
z_en_wonder_item,80B38AD8,EnWonderItem_BombSoldier
z_en_wonder_item,80B38B78,EnWonderItem_RollDrop
z_en_wonder_item,80B38BEC,EnWonderItem_Update
z_en_wonder_talk,80B390F0,EnWonderTalk_Destroy
z_en_wonder_talk,80B390FC,EnWonderTalk_Init
z_en_wonder_talk,80B391CC,func_80B391CC
z_en_wonder_talk,80B3943C,func_80B3943C
z_en_wonder_talk,80B395F0,func_80B395F0
z_en_wonder_talk,80B39804,EnWonderTalk_Update
z_en_wonder_talk2,80B39ED0,EnWonderTalk2_Destroy
z_en_wonder_talk2,80B39EDC,EnWonderTalk2_Init
z_en_wonder_talk2,80B3A10C,func_80B3A10C
z_en_wonder_talk2,80B3A15C,func_80B3A15C
z_en_wonder_talk2,80B3A3D4,func_80B3A3D4
z_en_wonder_talk2,80B3A4F8,func_80B3A4F8
z_en_wonder_talk2,80B3A770,EnWonderTalk2_DoNothing
z_en_wonder_talk2,80B3A77C,EnWonderTalk2_Update
z_en_wood02,80B3AF70,EnWood02_SpawnZoneCheck
z_en_wood02,80B3B094,EnWood02_SpawnOffspring
z_en_wood02,80B3B2AC,EnWood02_Init
z_en_wood02,80B3B6E8,EnWood02_Destroy
z_en_wood02,80B3B720,EnWood02_Update
z_en_wood02,80B3BC14,EnWood02_Draw
z_en_xc,80B3C1E0,EnXc_InitCollider
z_en_xc,80B3C22C,EnXc_UpdateCollider
z_en_xc,80B3C270,EnXc_Destroy
z_en_xc,80B3C298,EnXc_CalculateHeadTurn
z_en_xc,80B3C31C,EnXc_SetEyePattern
z_en_xc,80B3C3A4,EnXc_SpawnNut
z_en_xc,80B3C468,EnXc_BgCheck
z_en_xc,80B3C4B0,EnXc_AnimIsFinished
z_en_xc,80B3C4D0,EnXc_GetCsCmd
z_en_xc,80B3C4F0,EnXc_CompareCsAction
z_en_xc,80B3C53C,EnXc_CsActionsAreNotEqual
z_en_xc,80B3C588,func_80B3C588
z_en_xc,80B3C620,func_80B3C620
z_en_xc,80B3C700,EnXc_ChangeAnimation
z_en_xc,80B3C7BC,EnXc_CheckAndSetAction
z_en_xc,80B3C7D4,func_80B3C7D4
z_en_xc,80B3C800,EnXc_NoCutscenePlaying
z_en_xc,80B3C820,func_80B3C820
z_en_xc,80B3C888,func_80B3C888
z_en_xc,80B3C8CC,func_80B3C8CC
z_en_xc,80B3C924,func_80B3C924
z_en_xc,80B3C964,func_80B3C964
z_en_xc,80B3C9DC,func_80B3C9DC
z_en_xc,80B3C9EC,func_80B3C9EC
z_en_xc,80B3CA38,func_80B3CA38
z_en_xc,80B3CA84,EnXc_MinuetCS
z_en_xc,80B3CB58,func_80B3CB58
z_en_xc,80B3CBA4,EnXc_BoleroCS
z_en_xc,80B3CD00,EnXc_SetupSerenadeAction
z_en_xc,80B3CD98,EnXc_SerenadeCS
z_en_xc,80B3CE78,EnXc_DoNothing
z_en_xc,80B3CE84,EnXc_SetWalkingSFX
z_en_xc,80B3CF04,EnXc_SetNutThrowSFX
z_en_xc,80B3CF90,EnXc_SetLandingSFX
z_en_xc,80B3D014,EnXc_SetColossusAppearSFX
z_en_xc,80B3D118,func_80B3D118
z_en_xc,80B3D158,EnXc_SetColossusWindSFX
z_en_xc,80B3D298,EnXc_SpawnFlame
z_en_xc,80B3D338,EnXc_SetupFlamePos
z_en_xc,80B3D3B0,EnXc_DestroyFlame
z_en_xc,80B3D3F0,EnXc_InitFlame
z_en_xc,80B3D48C,func_80B3D48C
z_en_xc,80B3D4D8,EnXc_GetCurrentHarpAnim
z_en_xc,80B3D56C,EnXc_CalcXZAccel
z_en_xc,80B3D644,func_80B3D644
z_en_xc,80B3D664,EnXc_CalcXZSpeed
z_en_xc,80B3D6F0,func_80B3D6F0
z_en_xc,80B3D710,func_80B3D710
z_en_xc,80B3D730,func_80B3D730
z_en_xc,80B3D750,func_80B3D750
z_en_xc,80B3D794,EnXc_SetupFallFromSkyAction
z_en_xc,80B3D8A4,func_80B3D8A4
z_en_xc,80B3D990,EnXc_SetupWalkAction
z_en_xc,80B3DA00,EnXc_SetupHaltAction
z_en_xc,80B3DAA8,EnXc_SetupStoppedAction
z_en_xc,80B3DAF0,func_80B3DAF0
z_en_xc,80B3DBAC,EnXc_SetupInitialHarpAction
z_en_xc,80B3DC24,EnXc_SetupPlayingHarpAction
z_en_xc,80B3DCA8,func_80B3DCA8
z_en_xc,80B3DD3C,EnXc_SetupHarpPutawayAction
z_en_xc,80B3DE00,func_80B3DE00
z_en_xc,80B3DE78,func_80B3DE78
z_en_xc,80B3DEF4,EnXc_SetupReverseAccel
z_en_xc,80B3DFA4,EnXc_SetupReverseWalkAction
z_en_xc,80B3E014,EnXc_SetupReverseHaltAction
z_en_xc,80B3E0BC,EnXc_SetupNutThrow
z_en_xc,80B3E164,func_80B3E164
z_en_xc,80B3E1B8,EnXc_SetupDisappear
z_en_xc,80B3E224,EnXc_ActionFunc0
z_en_xc,80B3E25C,EnXc_ActionFunc1
z_en_xc,80B3E294,EnXc_GracefulFall
z_en_xc,80B3E30C,EnXc_Accelerate
z_en_xc,80B3E368,EnXc_Walk
z_en_xc,80B3E3C4,EnXc_Stopped
z_en_xc,80B3E420,EnXc_ActionFunc6
z_en_xc,80B3E464,EnXc_ActionFunc7
z_en_xc,80B3E4AC,EnXc_ActionFunc8
z_en_xc,80B3E4F8,EnXc_ActionFunc9
z_en_xc,80B3E53C,EnXc_ActionFunc10
z_en_xc,80B3E580,EnXc_ActionFunc11
z_en_xc,80B3E5C8,EnXc_ActionFunc12
z_en_xc,80B3E610,EnXc_ActionFunc13
z_en_xc,80B3E668,EnXc_ReverseAccelerate
z_en_xc,80B3E6D0,EnXc_ActionFunc15
z_en_xc,80B3E738,EnXc_HaltAndWaitToThrowNut
z_en_xc,80B3E7A0,EnXc_ThrowNut
z_en_xc,80B3E804,EnXc_Delete
z_en_xc,80B3E85C,EnXc_Fade
z_en_xc,80B3E87C,func_80B3E87C
z_en_xc,80B3E8AC,EnXc_PullingOutHarpOverrideLimbDraw
z_en_xc,80B3E8E4,EnXc_HarpOverrideLimbDraw
z_en_xc,80B3E908,EnXc_DrawPullingOutHarp
z_en_xc,80B3EA7C,EnXc_DrawHarp
z_en_xc,80B3EBF0,func_80B3EBF0
z_en_xc,80B3EC00,func_80B3EC00
z_en_xc,80B3EC0C,func_80B3EC0C
z_en_xc,80B3EC90,func_80B3EC90
z_en_xc,80B3ECD8,func_80B3ECD8
z_en_xc,80B3ED48,EnXc_ActionFunc20
z_en_xc,80B3ED68,EnXc_ActionFunc21
z_en_xc,80B3ED88,EnXc_ActionFunc22
z_en_xc,80B3EDCC,EnXc_ActionFunc23
z_en_xc,80B3EE28,EnXc_ActionFunc24
z_en_xc,80B3EE34,EnXc_ActionFunc25
z_en_xc,80B3EE40,EnXc_ActionFunc26
z_en_xc,80B3EE4C,EnXc_ActionFunc27
z_en_xc,80B3EE58,EnXc_ActionFunc28
z_en_xc,80B3EE64,func_80B3EE64
z_en_xc,80B3EE74,func_80B3EE74
z_en_xc,80B3EEA4,func_80B3EEA4
z_en_xc,80B3EEC8,func_80B3EEC8
z_en_xc,80B3EEEC,func_80B3EEEC
z_en_xc,80B3EF10,func_80B3EF10
z_en_xc,80B3EF34,func_80B3EF34
z_en_xc,80B3EF58,func_80B3EF58
z_en_xc,80B3EF80,func_80B3EF80
z_en_xc,80B3EFA4,func_80B3EFA4
z_en_xc,80B3EFC8,func_80B3EFC8
z_en_xc,80B3EFEC,func_80B3EFEC
z_en_xc,80B3F010,func_80B3F010
z_en_xc,80B3F0B8,func_80B3F0B8
z_en_xc,80B3F0DC,func_80B3F0DC
z_en_xc,80B3F100,func_80B3F100
z_en_xc,80B3F124,EnXc_Serenade
z_en_xc,80B3F144,EnXc_ActionFunc30
z_en_xc,80B3F16C,EnXc_ActionFunc31
z_en_xc,80B3F1A8,EnXc_ActionFunc32
z_en_xc,80B3F1D0,EnXc_ActionFunc33
z_en_xc,80B3F1F8,EnXc_ActionFunc34
z_en_xc,80B3F220,EnXc_ActionFunc35
z_en_xc,80B3F248,EnXc_ActionFunc36
z_en_xc,80B3F270,EnXc_ActionFunc37
z_en_xc,80B3F298,EnXc_ActionFunc38
z_en_xc,80B3F2C0,EnXc_ActionFunc39
z_en_xc,80B3F2E8,EnXc_ActionFunc40
z_en_xc,80B3F344,EnXc_ActionFunc41
z_en_xc,80B3F36C,EnXc_ActionFunc42
z_en_xc,80B3F394,EnXc_ActionFunc43
z_en_xc,80B3F3BC,EnXc_ActionFunc44
z_en_xc,80B3F3C8,func_80B3F3C8
z_en_xc,80B3F3D8,func_80B3F3D8
z_en_xc,80B3F3F8,EnXc_PlayDiveSFX
z_en_xc,80B3F44C,EnXc_LakeHyliaDive
z_en_xc,80B3F534,func_80B3F534
z_en_xc,80B3F59C,func_80B3F59C
z_en_xc,80B3F620,func_80B3F620
z_en_xc,80B3F644,func_80B3F644
z_en_xc,80B3F668,func_80B3F668
z_en_xc,80B3F6DC,func_80B3F6DC
z_en_xc,80B3F700,EnXc_SetupKneelAction
z_en_xc,80B3F754,func_80B3F754
z_en_xc,80B3F7BC,func_80B3F7BC
z_en_xc,80B3F7F8,EnXc_ActionFunc45
z_en_xc,80B3F820,EnXc_ActionFunc46
z_en_xc,80B3F848,EnXc_ActionFunc47
z_en_xc,80B3F8A0,EnXc_ActionFunc48
z_en_xc,80B3F8C8,EnXc_ActionFunc49
z_en_xc,80B3F928,EnXc_Kneel
z_en_xc,80B3F988,EnXc_ActionFunc51
z_en_xc,80B3F9E8,EnXc_ActionFunc52
z_en_xc,80B3FA08,func_80B3FA08
z_en_xc,80B3FA2C,func_80B3FA2C
z_en_xc,80B3FA4C,EnXc_PlayTriforceSFX
z_en_xc,80B3FAE0,func_80B3FAE0
z_en_xc,80B3FB24,EnXc_CalcTriforce
z_en_xc,80B3FF0C,func_80B3FF0C
z_en_xc,80B3FFB4,EnXc_SetupShowTriforceAction
z_en_xc,80B40040,EnXc_SetupShowTriforceIdleAction
z_en_xc,80B400AC,func_80B400AC
z_en_xc,80B400E4,EnXc_ActionFunc53
z_en_xc,80B40104,EnXc_ActionFunc54
z_en_xc,80B4015C,EnXc_ShowTriforce
z_en_xc,80B401CC,EnXc_ShowTriforceIdle
z_en_xc,80B40224,EnXc_TriforceOverrideLimbDraw
z_en_xc,80B40248,EnXc_TriforcePostLimbDraw
z_en_xc,80B402C4,EnXc_DrawTriforce
z_en_xc,80B40590,func_80B40590
z_en_xc,80B405A8,EnXc_SetThrownAroundSFX
z_en_xc,80B4066C,EnXc_PlayLinkScreamSFX
z_en_xc,80B406A0,EnXc_SetCrySFX
z_en_xc,80B406F8,func_80B406F8
z_en_xc,80B4070C,EnXc_SetupIdleInNocturne
z_en_xc,80B407A8,EnXc_SetupDefenseStance
z_en_xc,80B40820,EnXc_SetupContortions
z_en_xc,80B408FC,EnXc_SetupFallInNocturne
z_en_xc,80B409D8,EnXc_SetupHittingGroundInNocturne
z_en_xc,80B40A78,func_80B40A78
z_en_xc,80B40B18,EnXc_SetupKneelInNocturne
z_en_xc,80B40BB4,func_80B40BB4
z_en_xc,80B40C50,func_80B40C50
z_en_xc,80B40C74,func_80B40C74
z_en_xc,80B40C98,func_80B40C98
z_en_xc,80B40CBC,func_80B40CBC
z_en_xc,80B40CE0,func_80B40CE0
z_en_xc,80B40D08,func_80B40D08
z_en_xc,80B40D2C,func_80B40D2C
z_en_xc,80B40D50,func_80B40D50
z_en_xc,80B40D74,func_80B40D74
z_en_xc,80B40D98,EnXc_SetupReverseHaltInNocturneCS
z_en_xc,80B40E40,func_80B40E40
z_en_xc,80B40E64,func_80B40E64
z_en_xc,80B40E88,func_80B40E88
z_en_xc,80B40EAC,EnXc_SetupNocturneState
z_en_xc,80B41000,EnXc_InitialNocturneAction
z_en_xc,80B41020,EnXc_IdleInNocturne
z_en_xc,80B41068,EnXc_DefenseStance
z_en_xc,80B410AC,EnXc_Contort
z_en_xc,80B41110,EnXc_FallInNocturne
z_en_xc,80B41174,EnXc_HitGroundInNocturne
z_en_xc,80B411AC,EnXc_ActionFunc63
z_en_xc,80B41204,EnXc_KneelInNocturneCS
z_en_xc,80B41248,EnXc_ActionFunc65
z_en_xc,80B41284,EnXc_ActionFunc66
z_en_xc,80B412AC,EnXc_ActionFunc67
z_en_xc,80B412D4,EnXc_ActionFunc68
z_en_xc,80B412FC,EnXc_ActionFunc69
z_en_xc,80B41324,EnXc_ActionFunc70
z_en_xc,80B4134C,EnXc_ActionFunc71
z_en_xc,80B41374,EnXc_ActionFunc72
z_en_xc,80B4139C,EnXc_ReverseAccelInNocturneCS
z_en_xc,80B413C4,EnXc_ReverseWalkInNocturneCS
z_en_xc,80B41414,EnXc_ReverseHaltInNocturneCS
z_en_xc,80B4143C,EnXc_ThrowNutInNocturneCS
z_en_xc,80B41464,EnXc_DeleteInNocturneCS
z_en_xc,80B4148C,EnXc_KillInNocturneCS
z_en_xc,80B414AC,EnXc_DrawSquintingEyes
z_en_xc,80B415B8,EnXc_InitTempleOfTime
z_en_xc,80B41718,EnXc_SetupDialogueAction
z_en_xc,80B41798,func_80B41798
z_en_xc,80B417E4,EnXc_BlockingPedestalAction
z_en_xc,80B41844,EnXc_ActionFunc80
z_en_xc,80B418A4,EnXc_Update
z_en_xc,80B41900,EnXc_Init
z_en_xc,80B41A88,EnXc_OverrideLimbDraw
z_en_xc,80B41B0C,EnXc_PostLimbDraw
z_en_xc,80B41B98,EnXc_DrawNothing
z_en_xc,80B41BA4,EnXc_DrawDefault
z_en_xc,80B41CE4,EnXc_Draw
z_en_yabusame_mark,80B42DC0,EnYabusameMark_Destroy
z_en_yabusame_mark,80B42DE8,EnYabusameMark_Init
z_en_yabusame_mark,80B42F74,func_80B42F74
z_en_yabusame_mark,80B43344,EnYabusameMark_Update
z_en_yukabyun,80B439C0,EnYukabyun_Init
z_en_yukabyun,80B43A6C,EnYukabyun_Destroy
z_en_yukabyun,80B43A94,func_80B43A94
z_en_yukabyun,80B43AD4,func_80B43AD4
z_en_yukabyun,80B43B6C,func_80B43B6C
z_en_yukabyun,80B43BCC,EnYukabyun_Break
z_en_yukabyun,80B43C40,EnYukabyun_Update
z_en_yukabyun,80B43DE0,EnYukabyun_Draw
